"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"76SDKMBS","journalArticle","2022","Kim, Dongsu; Lee, Jongman; Do, Sunglok; Mago, Pedro J.; Lee, Kwang Ho; Cho, Heejin","Energy Modeling and Model Predictive Control for HVAC in Buildings: A Review of Current Research Trends","Energies","","1996-1073","10.3390/en15197231","https://www.mdpi.com/1996-1073/15/19/7231","Buildings use up to 40% of the global primary energy and 30% of global greenhouse gas emissions, which may significantly impact climate change. Heating, ventilation, and air-conditioning (HVAC) systems are among the most significant contributors to global primary energy consumption and carbon gas emissions. Furthermore, HVAC energy demand is expected to rise in the future. Therefore, advancements in HVAC systems’ performance and design would be critical for mitigating worldwide energy and environmental concerns. To make such advancements, energy modeling and model predictive control (MPC) play an imperative role in designing and operating HVAC systems effectively. Building energy simulations and analysis techniques effectively implement HVAC control schemes in the building system design and operation phases, and thus provide quantitative insights into the behaviors of the HVAC energy flow for architects and engineers. Extensive research and advanced HVAC modeling/control techniques have emerged to provide better solutions in response to the issues. This study reviews building energy modeling techniques and state-of-the-art updates of MPC in HVAC applications based on the most recent research articles (e.g., from MDPI’s and Elsevier’s databases). For the review process, the investigation of relevant keywords and context-based collected data is first carried out to overview their frequency and distribution comprehensively. Then, this review study narrows the topic selection and search scopes to focus on relevant research papers and extract relevant information and outcomes. Finally, a systematic review approach is adopted based on the collected review and research papers to overview the advancements in building system modeling and MPC technologies. This study reveals that advanced building energy modeling is crucial in implementing the MPC-based control and operation design to reduce building energy consumption and cost. This paper presents the details of major modeling techniques, including white-box, grey-box, and black-box modeling approaches. This paper also provides future insights into the advanced HVAC control and operation design for researchers in relevant research and practical fields.","2022-01","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 20:07:38","7231","","19","15","","","Energy Modeling and Model Predictive Control for HVAC in Buildings","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Publisher: Multidisciplinary Digital Publishing Institute","","","","","advanced HVAC technology; black-box model; building energy modeling; building HVAC optimization; grey-box model; HVAC model predictive control (MPC); white-box model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDYD4DWP","journalArticle","2025","Kula, Adam; Dąbrowski, Daniel; Blachnik, Marcin; Sajkowski, Maciej; Smalcerz, Albert; Kamiński, Zygmunt","Modelling the Temperature of a Data Centre Cooling System Using Machine Learning Methods","Energies","","1996-1073","10.3390/en18102581","https://www.mdpi.com/1996-1073/18/10/2581","Reducing the energy consumption of a data centre while maintaining the requirements of the compute resources is a challenging problem that requires intelligent system design. It even becomes more challenging when dealing with an operating data centre. To achieve that goal without compromising the working conditions of the compute resources, a temperature model is needed that estimates the temperature within the hot corridor of the cooling system based on the properties of the external weather conditions and internal conditions such as server energy consumption, and cooling system state. In this paper, we discuss the dataset creation process as well as the process of evaluating a model for forecasting the temperature in the warm corridor of the data centre. The proposed solution compares two new neural network architectures, namely Time-Series Dense Encoder (TiDE) and Time-Series Mixer (TSMixer) with classical methods such as Random Forest and XGBoost and AutoARIMA. The obtained results indicate that the lowest prediction error was achieved by the TiDE model allowing to achieve 0.1270 of N-RMSE followed by the XGBoost model with 0.1275 of N-RMSE. The additional analysis indicates a limitation of the use of the XGBoost model which tends to underestimate temperature as it approaches higher values, which is particularly important in avoiding safety conditions violations of the compute units.","2025-01","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:28:06","2581","","10","18","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Publisher: Multidisciplinary Digital Publishing Institute","<div data-schema-version=""9""><p>This paper presents a detailed data-driven temperature forecasting model for a data centre’s warm corridor using operational data from an office building in Katowice, Poland. The study compares modern neural architectures (TiDE, TSMixer) with Random Forest, XGBoost, and AutoARIMA for predicting temperature 24 h ahead. TiDE achieved the lowest N-RMSE (0.1270), outperforming others, enabling safer and more energy-efficient cooling control.</p> </div>","","","Data center; dataset; forecasting models; neural netwrok; random forest; Temperature; thermal safety","data centre; energy consumption; intelligent system; machine learning; smart buildings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VIF7QN3","journalArticle","2022","Kumar, Rajendra; Khatri, Sunil Kumar; Diván, Mario José","Optimization of power consumption in data centers using machine learning based approaches: a review","International Journal of Electrical and Computer Engineering (IJECE)","","2722-2578, 2088-8708","10.11591/ijece.v12i3.pp3192-3203","http://ijece.iaescore.com/index.php/IJECE/article/view/26034","<span>Data center hosting is in higher demand to fulfill the computing and storage requirements of information technology (IT) and cloud services platforms which need more electricity to power on the IT devices and for data center cooling requirements. Because of the increased demand for data center facilities, optimizing power usage and ensuring that data center energy quality is not compromised has become a difficult task. As a result, various machine learning-based optimization approaches for enhancing overall power effectiveness have been outlined. This paper aims to identify and analyze the key ongoing research made between 2015 and 2021 to evaluate the types of approaches being used by researchers in data center energy consumption optimization using Machine Learning algorithms. It is discussed how machine learning can be used to optimize data center power. A potential future scope is proposed based on the findings of this review by combining a mixture of bioinspired optimization and neural network.</span>","2022-06-01","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:26:24","3192","","3","12","","IJECE","Optimization of power consumption in data centers using machine learning based approaches","","","","","","","en","http://creativecommons.org/licenses/by-sa/4.0","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>A review summarizing ML-based strategies for reducing data centre energy consumption between 2015–2021. It highlights power optimization, cooling control, and resource allocation methods using RL, ANN, PSO, and scheduling algorithms. Discusses metrics like PUE and data centre infrastructure efficiency, proposing hybrid bio-inspired and ML models for future research.</p> </div>","","","Data center; Energy efficiency; Machine learning; neural netwrok; reinforcment learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DTPBDB7","conferencePaper","2018","Lazic, Nevena; Boutilier, Craig; Lu, Tyler; Wong, Eehern; Roy, Binz; Ryu, MK; Imwalle, Greg","Data center cooling using model-predictive control","Advances in Neural Information Processing Systems","","","","https://proceedings.neurips.cc/paper_files/paper/2018/hash/059fdcd96baeb75112f09fa1dcc740cc-Abstract.html","Despite impressive recent advances in reinforcement learning (RL), its deployment in real-world physical systems is often complicated by unexpected events, limited data, and the potential for expensive failures. In this paper, we describe an application of RL “in the wild” to the task of regulating temperatures and airflow inside a large-scale data center (DC). Adopting a data-driven, model-based approach, we demonstrate that an RL agent with little prior knowledge is able to effectively and safely regulate conditions on a server floor after just a few hours of exploration, while improving operational efficiency relative to existing PID controllers.","2018","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:23:48","","","","31","","","","","","","","Curran Associates, Inc.","","","","","","","Neural Information Processing Systems","","","<div data-schema-version=""9""><p>Google Research applied reinforcement learning and model-predictive control (MPC) to regulate airflow and temperature across large-scale data centres. Using limited prior knowledge and short exploration, the RL agent safely optimized control actions, outperforming traditional PID systems and improving Power Usage Effectiveness (PUE). Demonstrates the feasibility of safe, data-driven, real-world AI control.</p> </div>","","","airflow; Data center; Energy efficiency; hvac; Model predictive control; neural netwrok; real time control; reinforcment learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LC2WVKT5","journalArticle","2022","Lee, Hyeongseok; Heo, Yeonsook","Simplified data-driven models for model predictive control of residential buildings","Energy and Buildings","","03787788","10.1016/j.enbuild.2022.112067","https://linkinghub.elsevier.com/retrieve/pii/S0378778822002389","Owing to recent advancements in Internet of Things technologies, data-driven model predictive control (MPC) has received signiﬁcant research interest as a promising strategy to optimize building operation. As the MPC performance relies on the model prediction accuracy, complex building prediction models have been used in MPC applications, despite their high computational cost for optimization. This study examines whether linear-form prediction models are reliable to support the MPC of residential buildings equipped with single types of heating systems. This study developed linear-form models, namely an autoregressive with exogenous inputs (ARX) for predicting the indoor temperature and thresholdpiecewise models for the return and supply water temperatures. The MPC performance on the basis of the linear models was evaluated under varying prediction horizons and weights associated with objective attributes. A case study of a residential unit through the simulated virtual building showed that the proposed models achieved the high goodness-of ﬁt values greater than 0.9. The resulting MPC framework achieved heating energy savings up to approximately 12% relative to a simple on/off thermostat or reduction of comfort violation magnitude less than 0.5 °C. The inﬂuences of weight and prediction horizon on MPC performance were also investigated.","2022-06","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:17:12","112067","","","265","","Energy and Buildings","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Examines whether simplified linear data-driven models (ARX and threshold-piecewise) are sufficient for model predictive control (MPC) in residential buildings. Using TRNSYS simulations, the study finds that simple linear forms can achieve high prediction accuracy and up to 12% heating energy savings compared to thermostatic control, highlighting trade-offs between prediction horizon and comfort weighting.</p> </div>","","","arx; Building energy modeling; data-driven models; hvac; linear-model; Model predictive control; residential; simulation; thredhold model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PL4MJ4BP","journalArticle","2022","Lin, Jing; Fernández, Julián A.; Rayhana, Rakiba; Zaji, Amirhossein; Zhang, Ran; Herrera, Omar E.; Liu, Zheng; Mérida, Walter","Predictive analytics for building power demand: Day-ahead forecasting and anomaly prediction","Energy and Buildings","","03787788","10.1016/j.enbuild.2021.111670","https://linkinghub.elsevier.com/retrieve/pii/S0378778821009543","The power demand forecast for buildings can generate useful day-ahead predictions in power system planning and operation. However, the information in the forecast needs to be interpreted by a person with domain expertise. Moreover, automated interpretation of upcoming abnormal behaviors needs ground-truth labeling, but labels are not always available from power meter data. In this paper, we propose a novel Predictive Power Demand Analytics Methodology (PPDAM), based on deep neural networks and symbolic aggregate approximation, to predict the pattern proﬁle of power demand in a building and upcoming normal (motif) and anomalous (discord) behaviors. The experimental results indicate that a power forecast could be mapped as different foreseeable demand patterns, each with a speciﬁc probability of occurrence. The reliability of anomaly prediction is evaluated by a classiﬁcation test of which the accuracy is 88% and the F1 score is 87.38%. The outcomes of this work could provide building operators with a solution to derive latent information in power consumption data. The derived information could be used to improve the working conditions of the building’s power system.","2022-01","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:21:06","111670","","","255","","Energy and Buildings","Predictive analytics for building power demand","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Proposes a Predictive Power Demand Analytics Methodology (PPDAM) combining LSTM-based forecasting and Symbolic Aggregate Approximation (SAX) for anomaly detection in building energy use. Achieves 88% accuracy in anomaly classification and provides interpretable energy consumption patterns, improving proactive energy management in smart buildings.</p> </div>","","","anomaly detection; forecasting models; non-residential; pattern-mining; power-demand; predictive-analytics; smart building; Time series forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FUXW4N8E","conferencePaper","2024","Liu, BaoChang; Liu, Jiajun; Hao, Jun; Liu, Yaping; Wang, HaiDong; Lan, Yu; He, Zhenquan; Shen, Yuanjun","A Deep Reinforcement Learning Based Cooling Control Approach for Data Center","2024 China Automation Congress (CAC)","","","10.1109/CAC63892.2024.10865699","https://ieeexplore.ieee.org/abstract/document/10865699","As a type of high energy consuming industry, the dramatic evolution of data centers requires escalating improvements in energy efficiency. With cooling systems accounting for a significant portion of data center energy consumption, it is imperative to implement effective control strategies to reduce energy consumption while maintaining temperature constraints for safe operation of IT equipmet. In this study, a simulation environment for a computer room is established by EnergyPlus. Based on this simulation environment, the Double Deep Q-Network (DDQN) algorithm is employed to control the cooling systems in data center. Incorporating temperature constraints of IT equipment and considering the impact of time-of-use electricity pricing, the objective is to minimize operating costs of the cooling system. The numerical tests demonstrate that, compared to the Rule-Based Control (RBC) method and the standard Deep Q-Network (DQN) algorithm, the DDQN algorithm achieves a more balanced control strategy. This strategy effectively reduces operating costs of the cooling system while ensuring compliance with IT operating temperature constraints, thereby showcasing superior optimization performance overall.","2024-11","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:25:24","3109-3114","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2688-0938","<div data-schema-version=""9""><p>Develops a Double Deep Q-Network (DDQN) control framework for data center cooling optimization using an EnergyPlus simulation environment. The model balances cooling energy costs and IT temperature constraints under time-of-use electricity pricing, outperforming PID and standard DQN in both safety and energy efficiency.</p> </div>","","","","computer room; Cooling; cooling system energy saving; Costs; Data centers; deep reinforcement learning; Energy consumption; Energy efficiency; Industries; Optimization; Pricing; simulation experiment; Standards; Temperature distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 China Automation Congress (CAC)","","","","","","","","","","","","","","",""
"4VBCZL6J","journalArticle","2022","Mahbod, Muhammad Haiqal Bin; Chng, Chin Boon; Lee, Poh Seng; Chui, Chee Kong","Energy saving evaluation of an energy efficient data center using a model-free reinforcement learning approach","Applied Energy","","03062619","10.1016/j.apenergy.2022.119392","https://linkinghub.elsevier.com/retrieve/pii/S0306261922007309","To reduce cooling energy consumption, data centers are recommended to raise temperature setpoints of server intake. However, in tropical climates, Data Center operators are still found to be operating at lower temperatures. In this paper, we demonstrate that using a floating setpoint with a lowered temperature value for tropical climates reduces the overall energy consumption of Data Centers as opposed to raising the temperature in a static manner. We achieve this by applying a deep reinforcement learning algorithm to a hybrid data center model that was built from data collected off a highly efficient data center. This generates an optimal control strategy which minimizes the costs of energy consumption while operating within the required set of operational constraints. Following which, we evaluate the behavior of the control strategy to account for the exact sources of energy savings. The deep reinforcement learning algorithm learns by continually interacting with the built Data Center model without any prior knowledge of the Data Center. The algorithm is trained under the full-load and the partload configuration of the Data Center. Testing results show that further energy savings of up to 3% and 5.5% (under full load and part load respectively) can be achieved with targeted cooling provisioning while operating within constraints in an already cooling-efficient Data Center. We find that while building level optimization studies of Data Centers generally improve energy efficiency, the source of energy savings is not well accounted for. Consequently, our studies show that the reduction of server fan usage and not the reduction of cooling energy consumption is the main contributor of energy savings in a deep reinforcement learning-driven data center operating in the tropics.","2022-09","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:23:30","119392","","","322","","Applied Energy","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Proposes a model-free Deep Reinforcement Learning (DRL) cooling control approach using the Soft Actor Critic algorithm applied to a hybrid data center model built from real operational data in a tropical climate. Achieved 3–5.5% additional energy savings in already efficient facilities and provided interpretability of energy-saving sources, identifying that fan power reduction rather than cooling load was the main contributor.</p> </div>","","","Cooling control; Data center; Deep reinforcement learning; Energy efficiency; full-load; hvac; hybrid models; model-free; Temperature setpoint; tropical-climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMIG6Y57","journalArticle","2021","Mariano-Hernández, Deyslen; Hernández-Callejo, Luis; Solís, Martín; Zorita-Lamadrid, Angel; Duque-Perez, Oscar; Gonzalez-Morales, Luis; Santos-García, Felix","A Data-Driven Forecasting Strategy to Predict Continuous Hourly Energy Demand in Smart Buildings","Applied Sciences","","2076-3417","10.3390/app11177886","https://www.mdpi.com/2076-3417/11/17/7886","Smart buildings seek to have a balance between energy consumption and occupant comfort. To make this possible, smart buildings need to be able to foresee sudden changes in the building’s energy consumption. With the help of forecasting models, building energy management systems, which are a fundamental part of smart buildings, know when sudden changes in the energy consumption pattern could occur. Currently, different forecasting methods use models that allow building energy management systems to forecast energy consumption. Due to this, it is increasingly necessary to have appropriate forecasting models to be able to maintain a balance between energy consumption and occupant comfort. The objective of this paper is to present an energy consumption forecasting strategy that allows hourly day-ahead predictions. The presented forecasting strategy is tested using real data from two buildings located in Valladolid, Spain. Different machine learning and deep learning models were used to analyze which could perform better with the proposed strategy. After establishing the performance of the models, a model was assembled using the mean of the prediction values of the top ﬁve models to obtain a model with better performance.","2021-08-26","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:18:57","7886","","17","11","","Applied Sciences","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Presents a data-driven strategy for continuous hourly energy demand forecasting using ensemble and deep learning models (MLR, ANN, RF, XGBoost, LSTM). Real building data from Spain (2016–2019) are used for multi-step (24-hour) predictions with strong consideration of weather and occupancy data. An ensemble of top models achieved the best accuracy.</p> </div>","","","deep-learning; energy demand; Machine learning; multi-step forecasting; smart building; Time series forecasting; weather-data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZ3YR2G3","journalArticle","2023","Mascali, Lorenzo; Schiera, Daniele Salvatore; Eiraudo, Simone; Barbierato, Luca; Giannantonio, Roberta; Patti, Edoardo; Bottaccioli, Lorenzo; Lanzini, Andrea","A machine learning-based Anomaly Detection Framework for building electricity consumption data","Sustainable Energy, Grids and Networks","","23524677","10.1016/j.segan.2023.101194","https://linkinghub.elsevier.com/retrieve/pii/S2352467723002023","A suboptimal management or system malfunction can often lead to abnormal energy consumptions in buildings, which result in a significant waste of energy. For this reason, the adoption of advanced monitoring systems, based on Machine Learning (ML) and visualization techniques, is crucial to avoid possible deviations from the baseline energy consumption. However, the historical data on which analyses are based generally do not report the occurrence of anomalies. Therefore, the application of supervised ML techniques is limited and unsupervised approaches are favored. Moreover, domain experts find most Machine Learning (ML) techniques hard to interpret, and thus find it difficult to contextualize anomalies. To overcome these issues, this work proposes a machine learning-based Anomaly Detection Framework (ADF) that involves the use of two complementary semi-supervised ML applications to obtain a highly interpretable and accurate detection of anomalies. Both techniques use Symbolic Aggregate approXimation (SAX) encoding to extract the most relevant information from load profiles. The aim of the first approach is to maximize the interpretability of the definition and distinction between anomalous and normal behavior. This is achieved using a Classification And Regression Tree (CART), albeit at the expense of a coarser output granularity. The second approach exploits an Multi-Layer Perceptron (MLP) algorithm to obtain a higher and more accurate output resolution, although it leads to a less interpretable definition of any anomalous behavior. The ADF has been applied to a real case study using electricity consumption data provided by a large telecommunications service provider. The results show that combining both ML models enhances the accuracy and interpretability of the detected anomalies.","2023-12","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:21:21","101194","","","36","","Sustainable Energy, Grids and Networks","","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>Develops a semi-supervised Anomaly Detection Framework (ADF) combining SAX-CART and SAX-MLP models for high interpretability and accuracy in detecting anomalies in electricity consumption. Validated on real telecom facility data, showing improved detection of contextual anomalies and providing interpretable visualization for energy managers.</p> </div>","","","anomaly detection; cart; contextual-anomalies; energy monitoring; mlp; semi-supervised learning; Telecommunications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MUSIECV","journalArticle","2020","Mirhoseininejad, SeyedMorteza; Badawy, Ghada; Down, Douglas G.","A Data-driven, Multi-setpoint Model Predictive Thermal Control System for Data Centers","Journal of Network and Systems Management","","1573-7705","10.1007/s10922-020-09574-5","https://doi.org/10.1007/s10922-020-09574-5","This paper presents a system for jointly managing cooling units and workload assignment in modular data centers. The system aims to minimize power consumption while respecting temperature constraints, all in a thermally heterogeneous environment. Unlike traditional cooling controllers, which may over/under cool certain areas in the data center due to the use of a single setpoint, our framework does not have a single setpoint to satisfy. Instead, using a data-driven thermal model, the proposed system generates an optimal temperature map, the required temperature distribution matrix (RTDM), to be used by the controller, eliminating under/over cooling and improving power efficiency. The RTDM is the resulting temperature distribution when jointly considering workload assignment and cooling control. In addition, we propose the use of model predictive control (MPC) to regulate the operational variables of cooling units in a power-efficient fashion to comply with the RTDM. Within each iteration of the MPC loop, an optimization problem involving the thermal model is solved, and the underlying thermal model is updated. To prove the feasibility of the proposed power efficient system, it has been implemented on an actual modular data center in our facilities. Results from the implementation show the potential for considerable power savings compared to other control methods.","2020-10-19","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:24:34","7","","1","29","","J Netw Syst Manage","","","","","","","","en","","","","","Springer Link","","","<div data-schema-version=""9""><p>Proposes a multi-setpoint Model Predictive Control (MPC) strategy for data center thermal regulation. The controller dynamically adjusts cooling setpoints using a data-driven model of thermal behavior. The framework improves temperature uniformity and energy efficiency under variable server loads and demonstrates strong fault tolerance and robustness through EnergyPlus simulation and real data validation.</p> </div>","","","","Cooling unit control; Data center power efficiency; Data center workload assignment; Efficient cooling; Model predictive control; Multi setpoint control; Thermal model; Thermal-aware scheduling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ETG3BM2","journalArticle","2017","Ni, Jiacheng; Bai, Xuelian","A review of air conditioning energy performance in data centers","Renewable and Sustainable Energy Reviews","","13640321","10.1016/j.rser.2016.09.050","https://linkinghub.elsevier.com/retrieve/pii/S136403211630541X","During the last years, many countries are experiencing rapid expansions in the number and size of data centers to keep pace with their internet and cloud computing needs. High energy consumption of the data center has gradually attracted public attention. However, there are no common efﬁciency standards governing the design or operation of data centers and the associated air conditioning systems. And the statistical research on air conditioning energy performance is still sorely lacking. This paper presents a summary of 100 data centers air conditioning energy performance. Energy efﬁciency metrics and benchmarks are also provided so that operators can use these information to track the performance of and identify opportunities to reduce energy use of air conditioning systems in their data centers. The collected data from articles and reports show that the average of HVAC system effectiveness index is 1.44. More than half of the data centers’ air conditioning systems are inefﬁcient. In total, HVAC systems account for about 38% of facility energy consumption. The range for this usage was 21% for the most efﬁcient system and 61% for the least efﬁcient system. Moreover it would be necessary to review some currently available energy efﬁciency strategies such as economizer cycles, airﬂow optimization, energy management, and simulations tools.","2017-01","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 20:13:29","625-640","","","67","","Renewable and Sustainable Energy Reviews","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","air cooling; Data center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZAMYQ4KG","journalArticle","2025","Olabisi, Patrick; Mayowa, Ahmed","Development of a Predictive Real-Time Temperature Management Framework for Data Centers Using a Hybrid Deep Learning Model","IIUM Engineering Journal","","2289-7860","10.31436/iiumej.v26i3.3629","https://journals.iium.edu.my/ejournal/index.php/iiumej/article/view/3629","","2025-09-09","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:28:17","200-219","","3","26","","","","","","","","","","en","","","","","journals.iium.edu.my","","","<div data-schema-version=""9""><p>Develops a hybrid CNN–LSTM deep learning framework for predictive real-time temperature management in data centers. The system forecasts dynamic thermal fluctuations with 85–95% accuracy and 3–7% efficiency improvement. Suggests integration with feedback control loops and renewable sources to enhance sustainability and cost-efficiency.</p> </div>","","","hybrid models; real time control","CNN; Cooling Systems; Data Centers; LSTM; Temperature Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPPZKXSS","conferencePaper","2019","Ran, Yongyi; Hu, Han; Zhou, Xin; Wen, Yonggang","DeepEE: Joint Optimization of Job Scheduling and Cooling Control for Data Center Energy Efficiency Using Deep Reinforcement Learning","2019 IEEE 39th International Conference on Distributed Computing Systems (ICDCS)","","","10.1109/ICDCS.2019.00070","https://ieeexplore.ieee.org/document/8885255/","The past decade witnessed the tremendous growth of power consumption in data centers due to the rapid development of cloud computing, big data analytics, and machine learning, etc. The prior approaches that optimize the power consumption of the information technology (IT) system and/or the cooling system always fail to capture the system dynamics or suffer from the complexity of system states and action spaces. In this paper, we propose a Deep Reinforcement Learning (DRL) based optimization framework, named DeepEE, to improve the energy efficiency for data centers by considering the IT and cooling systems concurrently. In DeepEE, we first propose a PArameterized action space based Deep Q-Network (PADQN) algorithm to solve the hybrid action space problem and jointly optimize the job scheduling for the IT system and the airflow rate adjustment for the cooling system. Then, a two-time-scale control mechanism is applied in PADQN to coordinate the IT and cooling systems more accurately and efficiently. In addition, to train and evaluate the proposed PADQN in a safe and quick way, we build a simulation platform to model the dynamics of IT workload and cooling systems simultaneously. Through extensive real-trace based simulations, we demonstrate that: 1) our algorithm can save up to 15% and 10% energy consumption in comparison with the baseline siloed and joint optimization approaches respectively; 2) our algorithm achieves more stable performance gain in terms of power consumption by adopting the parameterized action space; and 3) our algorithm leads to a better tradeoff between energy saving and service quality.","2019-07","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 17:23:10","645-655","","","","","","DeepEE","","","","","","","","","","","","IEEE Xplore","","ISSN: 2575-8411","<div data-schema-version=""9""><p>Proposes a DRL-based framework (DeepEE) for joint optimization of IT job scheduling and cooling control in data centers. Introduces a Parameterized Action Deep Q-Network (PADQN) to manage hybrid discrete–continuous actions and applies a two-time-scale control mechanism. Achieves up to 15% energy savings compared to conventional siloed methods.</p> </div>","","","","Aerospace electronics; Cooling; Cooling control; Data center; Data centers; Deep reinforcement learning; Energy efficiency; Job scheduling; Optimization; Servers; Task analysis; Temperature distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 IEEE 39th International Conference on Distributed Computing Systems (ICDCS)","","","","","","","","","","","","","","",""
"HD9JIXDW","journalArticle","2018","Ribeiro, Mauro; Grolinger, Katarina; ElYamany, Hany F.; Higashino, Wilson A.; Capretz, Miriam A.M.","Transfer learning with seasonal and trend adjustment for cross-building energy forecasting","Energy and Buildings","","03787788","10.1016/j.enbuild.2018.01.034","https://linkinghub.elsevier.com/retrieve/pii/S0378778817329171","Large scale smart meter deployments have resulted in popularization of sensor-based electricity forecasting which relies on historical sensor data to infer future energy consumption. Although those approaches have been very successful, they require signiﬁcant quantities of historical data, often over extended periods of time, to train machine learning models and achieve accurate predictions. New buildings and buildings with newly installed meters have small historical datasets that are insuﬃcient to create accurate predictions. Transfer learning methods have been proposed as a way to use cross-domain datasets to improve predictions. However, these methods do not consider the effects of seasonality within domains. Consequently, this paper proposes Hephaestus, a novel transfer learning method for cross-building energy forecasting based on time series multi-feature regression with seasonal and trend adjustment. This method enables energy prediction with merged data from similar buildings with different distributions and different seasonal proﬁles. Thus, it improves energy prediction accuracy for a new building with limited data by using datasets from other similar buildings. Hephaestus works in the pre- and post- processing phases and therefore can be used with any standard machine learning algorithm. The case study presented here demonstrates that the proposed approach can improve energy prediction for a school by 11.2% by using additional data from other schools.","2018-04","2025-10-30 09:04:31","2025-10-30 09:04:31","2025-10-29 20:11:30","352-363","","","165","","Energy and Buildings","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","forecasting models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
